id,Attributes,Name,Slug,Quantity-50,Quantity-100,Quantity-250,Quantity-500,Quantity-1000,Quantity-2500,Quantity5000,"ocm-tlc-1 GB-50","ocm-tlc-1 GB-100","ocm-tlc-1 GB-250","ocm-tlc-1 GB-500","ocm-tlc-1 GB-1000","ocm-tlc-1 GB-2500","ocm-tlc-1 GB-5000","ocm-tlc-2 GB-50","ocm-tlc-2 GB-100","ocm-tlc-2 GB-250","ocm-tlc-2 GB-500","ocm-tlc-2 GB-1000","ocm-tlc-2 GB-2500","ocm-tlc-2 GB-5000",ocm-tlc--50,ocm-tlc--100,ocm-tlc--250,ocm-tlc--500,ocm-tlc--1000,ocm-tlc--2500,ocm-tlc--5000,"ocm-mlc-1 GB-50","ocm-mlc-1 GB-100","ocm-mlc-1 GB-250","ocm-mlc-1 GB-500","ocm-mlc-1 GB-1000","ocm-mlc-1 GB-2500","ocm-mlc-1 GB-5000","ocm-mlc-2 GB-50","ocm-mlc-2 GB-100","ocm-mlc-2 GB-250","ocm-mlc-2 GB-500","ocm-mlc-2 GB-1000","ocm-mlc-2 GB-2500","ocm-mlc-2 GB-5000",ocm-mlc--50,ocm-mlc--100,ocm-mlc--250,ocm-mlc--500,ocm-mlc--1000,ocm-mlc--2500,ocm-mlc--5000,"original-1 GB-50","original-1 GB-100","original-1 GB-250","original-1 GB-500","original-1 GB-1000","original-1 GB-2500","original-1 GB-5000","original-2 GB-50","original-2 GB-100","original-2 GB-250","original-2 GB-500","original-2 GB-1000","original-2 GB-2500","original-2 GB-5000",original--50,original--100,original--250,original--500,original--1000,original--2500,original--5000
0,accessories,"3 in 1 Cable Short (11545)",11545,,10,9.50,9,9,9,8.50
1,accessories,"Ballchain (552)",552,1,1,1,1,1,1,1
2,accessories,"Carbine Hook (550)",550,1,1,1,1,1,1,1
3,accessories,"Express cost (651-x)",651-x,,10,8,6.50,6,0,0
4,accessories,"Gift Box Magnet",gbm,22,22,22,22,22,22,22
5,accessories,Grillfolder,01,,23,13,9,,,
6,accessories,"Lanyard 10x900mm (650)",650,,4.50,4,4,4,4,4
7,accessories,"Lanyard 15x900mm (651)",651,,5,4.50,4.50,4.50,4.50,4.50
8,accessories,"Leather Pouch (458)",458,,2.50,2.50,2.50,2.50,2.50,2.50
9,accessories,"Mobile String (551)",551,,0.50,0.50,0.50,0.50,0.50,0.50
10,accessories,"Own Design Papercard (13598)",13598,,10,4,3,1.50,1,0.50
11,accessories,"Own Design Papercard (770)",770,,15.50,6,3,1.50,1.50,1
12,accessories,"Own design papercard for sets",11000,,,,6,4.50,2.50,2
13,accessories,"Own Pantone (401)",401,0,0,0,0,0,0,0
14,accessories,"Rubber Coating (216-17)",216-17,,,,,7,7,7
15,accessories,"Shiny Coating (217-17)",217-17,,7,7,7,7,7,7
16,accessories,"Tool Cost (909)",909,,10,0,0,0,0,0
17,accessories,"White Housing (311)",311,,6,6,6,6,6,5
0,color,Black,black,,,,,,,
1,color,Blue,blue,,,,,,,
2,color,Green,green,,,,,,,
3,color,Red,red,,,,,,,
4,color,White,white,,,,,,,
5,color,Yellow,yellow,,,,,,,
0,margin,margin1,margin1,100,200,300,400,500,600,700,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
0,own-design,"Own design",own-design,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
0,packaging,"Bag for Microfiber Cloth (420)",420,,2.50,2.50,2.50,1.75,1.25,1.15,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
1,packaging,"Bulk Package Included (412)",412,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
2,packaging,"Bulk Package Sports Armband (413)",413,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
3,packaging,"Crystal Box (99992)",99992,,26,24,22.50,21.50,20.50,19.50,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
4,packaging,"Exclusive Paper Box Black (411)",411,,"8,50","8,50","8,50","8,50","8,50","8,50",1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
5,packaging,"Exclusive Paper Box White (556)",556,,16.50,10,7.50,6.50,5.50,5.50,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
6,packaging,"Gift Packaging Included (735)",735,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
7,packaging,"Leather pouch (458)",458,,2.50,2.50,2.50,2.50,2.50,2.50,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
8,packaging,"Metal box, round (462)",462,,13,12.50,12.50,12.50,12,11.50,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
9,packaging,"Metal Pen Box (460)",460,,10,10,10,9,8.50,8,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
10,packaging,"Metal Window Box (457)",457,,12,12,12,12,11.50,11,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
11,packaging,"Own Design Box (13691)",own-design-box-13691,,,4,3,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
12,packaging,"Paper Box Designed (454)",454,,5,4.50,4.50,4.50,4.50,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
13,packaging,"Paper Box Recycled (459)",459,,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
14,packaging,"Paper Box White (463)",463,,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
15,packaging,"Paper Pen Box (461)",461,,11,10.50,10,9.50,9,8.50,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
16,packaging,"PP Box Black (453)",453,,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
17,packaging,"PP Box Card (410)",410,,4.50,4.50,4.50,4.50,4.50,4.50,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
18,packaging,"PP Box Transparant (452)",452,,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
19,packaging,"Profile Box (456)",456,,17.95,11,7,5.50,5.25,5,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
20,packaging,"Recycled Box Included (750)",750,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
21,packaging,"Standard PVC Box Included (901)",901,,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
22,packaging,"Velvet Bag (455)",455,,3.50,3.50,3.50,3.50,3.50,3.50,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
23,packaging,"Velvet Bag Included (755)",755,,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
24,packaging,"White Paper Box Included (740)",740,,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
0,print-position-1,"1 Colour (466)",466,,3,1.50,1,0.5,0.5,0.5,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
1,print-position-1,"1 Colour (467)",467,,3,1.5,1,0.5,0.5,0.5,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
2,print-position-1,"1 Colour (7001)",7001,,6,4,3.50,3.50,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
3,print-position-1,"1 Colour Included (715)",715,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
4,print-position-1,"1 Colour or Engraving (201-1a)",201-1a,,2.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
5,print-position-1,"1 Colour or Engraving Included (720)",720,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
6,print-position-1,"1 Extra LED Colour (10000)",10000,15,7,7,7,7,7,7,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
7,print-position-1,"1 Färg (194)",1-farg-194,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
8,print-position-1,"2 Colour (191)",191,,1.50,"1,25",1.15,1,1,1,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
9,print-position-1,"2 Colour (203-11M)",203-11m,5,3.50,3,2.50,2.50,2,2,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
10,print-position-1,"2 Colour (209-12-L)",209-12-l,,7,5,4.50,4,3.50,3,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
11,print-position-1,"2 Colour (210-10S)",210-10s,8,4,"3,50","2,50",2,"1,50",1,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
12,print-position-1,"2 Colour (211-11M)",211-11m,10,4,3,2.5,2.5,2,2,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
13,print-position-1,"2 Colour (212-12L)",212-12l,,6.50,5,4,4,3.5,3,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
14,print-position-1,"2 Colour (218-9)",218-9,,3.50,2.50,2,1,0.5,0.5,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
15,print-position-1,"2 Colour (370-1)",370-1,,5,5,4,3,2.5,2.5,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
16,print-position-1,"2 Colour Transfer",5001,4,3,2,2,1,1,1,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
17,print-position-1,"2-4 Colour (350-1)",350-1,,5,4,3,1.50,1,0.20,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
18,print-position-1,"3 Colour (192)",192,,4.50,3.75,3.45,3,3,3,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
19,print-position-1,"3 Colour (210-10-3S)",210-10-3s,8,6,"4,50",4,"3,50","3,50","3,50",1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
20,print-position-1,"3 Colour (211-11-3M)",211-11-3m,15,7,5,4.50,4,3.50,3,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
21,print-position-1,"3 Colour (212-12-3L)",212-12-3l,,11.50,7.50,6.50,6,5,5,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
22,print-position-1,"3 Colour Transfer",5002,6,4,4,3,3,2,1,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
23,print-position-1,"4 Colour (193)",193,,4.50,3.75,3.45,3,3,3,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
24,print-position-1,"4 Colour (210-10-4S)",210-10-4s,12,9,6,"5,50",5,"4,50","4,50",1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
25,print-position-1,"4 Colour (211-11-4M)",211-11-4m,20,10,7,6,5.50,4.50,4,1,2,3,4,5,6,7,1,2,3,4,5,6,7,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
